# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 298
#
# Samples: 26K of event 'cycles'
# Event count (approx.): 27671079937
#
# Overhead  Command          Shared Object                Symbol                                                   
# ........  ...............  ...........................  .........................................................
#
     0.00%  Gecko_IOThread   [kernel.kallsyms]            [k] sock_poll
     0.00%  Xorg             Xorg                         [.] CompositePicture
     0.00%  Xorg             Xorg                         [.] 0x000000000013a3e6
     0.00%  iperf3           [kernel.kallsyms]            [k] update_vsyscall
     0.00%  kworker/u16:0-e  [kernel.kallsyms]            [k] update_nohz_stats
     0.00%  Xorg             libpthread-2.29.so           [.] __pthread_mutex_unlock_usercnt
     0.00%  Web Content      libxul.so                    [.] 0x00000000042ae554
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000e7e49
     0.00%  xfce4-terminal   libcairo.so.2.11600.0        [.] 0x000000000006943f
     0.00%  Xorg             [kernel.kallsyms]            [k] rw_copy_check_uvector
     0.00%  iperf3           [kernel.kallsyms]            [k] __free_slab
     0.00%  Xorg             libdrm.so.2.4.0              [.] 0x00000000000049c4
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000e87d3
     0.00%  Xorg             i965_dri.so                  [.] drmCommandNone@plt
     0.00%  Xorg             [kernel.kallsyms]            [k] intel_atomic_commit
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000001c3b83
     0.00%  xfce4-terminal   libXrender.so.1.3.0          [.] XRenderFindDisplay
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000da473
     0.00%  Xorg             i965_dri.so                  [.] 0x000000000059c33d
     0.00%  Xorg             libEGL_mesa.so.0.0.0         [.] 0x000000000001b133
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3      [.] 0x0000000000024a85
     0.00%  Xorg             nouveau_dri.so               [.] 0x00000000000acf7f
     0.00%  Xorg             [kernel.kallsyms]            [k] intel_pstate_update_util
     0.00%  ksoftirqd/0      [kernel.kallsyms]            [k] ip6_dst_destroy
     0.00%  migration/1      [kernel.kallsyms]            [k] __update_load_avg_se
     0.00%  xfce4-terminal   libcairo.so.2.11600.0        [.] 0x0000000000021613
     0.00%  xfwm4            libxcb.so.1.1.0              [.] 0x000000000000d5ac
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000d1bc3
     0.00%  Xorg             i965_dri.so                  [.] 0x0000000000205067
     0.00%  Web Content      libxul.so                    [.] 0x0000000004de00f3
     0.00%  Xorg             [kernel.kallsyms]            [k] unix_poll
     0.00%  panel-7-systeml  libX11.so.6.3.0              [.] _XFlush
     0.00%  xfwm4            [kernel.kallsyms]            [k] nohz_balance_exit_idle
     0.00%  Xorg             i965_dri.so                  [.] 0x0000000000204fbc
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000003b69de
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000001c05b3
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000c8605
     0.00%  xfce4-terminal   libcairo.so.2.11600.0        [.] 0x000000000002a296
     0.00%  Xorg             i965_dri.so                  [.] 0x000000000016f932
     0.00%  xfce4-terminal   libcairo.so.2.11600.0        [.] 0x0000000000046d60
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000e3823
     0.00%  Chrome_~dThread  [kernel.kallsyms]            [k] apic_timer_interrupt
     0.00%  Xorg             libGLdispatch.so.0.0.0       [.] 0x00000000000405d0
     0.00%  Xorg             libglamoregl.so              [.] 0x0000000000015160
     0.00%  xfwm4            libgdk-3.so.0.2404.6         [.] 0x0000000000030144
     0.00%  Xorg             Xorg                         [.] CompositeGlyphs
     0.00%  Xorg             libglamoregl.so              [.] 0x000000000000ae23
     0.00%  xfwm4            libdbus-1.so.3.19.11         [.] 0x000000000000f284
     0.00%  xfce4-terminal   libcairo.so.2.11600.0        [.] 0x0000000000045fc7
     0.00%  Xorg             libc-2.29.so                 [.] 0x0000000000022574
     0.00%  kworker/u16:1-e  [kernel.kallsyms]            [k] reservation_object_add_excl_fence
     0.00%  Xorg             i965_dri.so                  [.] 0x0000000000204d30
     0.00%  xfwm4            [kernel.kallsyms]            [k] wlc_quiet_chanspec
     0.00%  Xorg             Xorg                         [.] 0x000000000005cdaa
     0.00%  xfwm4            i965_dri.so                  [.] 0x00000000000ee8bf
     0.00%  Xorg             [kernel.kallsyms]            [k] switch_fpu_return
     0.00%  Xorg             i965_dri.so                  [.] 0x0000000000225236
     0.00%  Xorg             libpixman-1.so.0.38.0        [.] pixman_sample_ceil_y
     0.00%  Xorg             libdrm.so.2.4.0              [.] 0x0000000000004743
     0.00%  swapper          [kernel.kallsyms]            [k] check_preempt_curr
     0.00%  panel-12-netloa  [kernel.kallsyms]            [k] ktime_get_ts64
     0.00%  xfce4-terminal   libcairo.so.2.11600.0        [.] 0x0000000000046de0
     0.00%  perf             [kernel.kallsyms]            [k] unlock_page
     0.00%  iperf3           [kernel.kallsyms]            [k] __x86_indirect_thunk_rbp
     0.00%  Xorg             Xorg                         [.] 0x000000000003f784
     0.00%  Web Content      libxul.so                    [.] 0x00000000011f46f3
     0.00%  xfwm4            libglib-2.0.so.0.6000.6      [.] 0x0000000000050191
     0.00%  Xorg             [kernel.kallsyms]            [k] dma_fence_init
     0.00%  Xorg             i965_dri.so                  [.] 0x000000000059cc5d
     0.00%  Xorg             libc-2.29.so                 [.] 0x00000000000223a4
     0.00%  Xorg             [kernel.kallsyms]            [k] tick_nohz_tick_stopped
     0.00%  Xorg             Xorg                         [.] 0x000000000013d2a4
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000cac9d
     0.00%  xfwm4            libglib-2.0.so.0.6000.6      [.] g_slist_delete_link
     0.00%  Xorg             i965_dri.so                  [.] 0x0000000000200881
     0.00%  swapper          [kernel.kallsyms]            [k] rb_erase
     0.00%  Xorg             i965_dri.so                  [.] 0x0000000000172aa4
     0.00%  xfce4-terminal   libcairo.so.2.11600.0        [.] 0x0000000000042123
     0.00%  Xorg             libc-2.29.so                 [.] __getpid
     0.00%  iperf3           libiperf.so.0.0.0            [.] 0x0000000000009384
     0.00%  panel-12-netloa  libglib-2.0.so.0.6000.6      [.] g_slice_free1
     0.00%  perf             [kernel.kallsyms]            [k] copy_user_enhanced_fast_string
     0.00%  Timer            firefox                      [.] mozilla::TimeStamp::Now
     0.00%  Web Content      libX11.so.6.3.0              [.] XPending
     0.00%  xfwm4            i965_dri.so                  [.] 0x00000000000c3603
     0.00%  swapper          [kernel.kallsyms]            [k] __switch_to_xtra
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000e128b
     0.00%  Xorg             i965_dri.so                  [.] 0x0000000000176c6c
     0.00%  Chrome_~dThread  [kernel.kallsyms]            [k] kmem_cache_alloc_node
     0.00%  Xorg             i965_dri.so                  [.] 0x0000000000236695
     0.00%  Timer            libpthread-2.29.so           [.] __pthread_mutex_cond_lock
     0.00%  Xorg             Xorg                         [.] TraverseTree
     0.00%  Xorg             libc-2.29.so                 [.] epoll_wait
     0.00%  Timer            [kernel.kallsyms]            [k] __update_load_avg_se
     0.00%  panel-12-netloa  [kernel.kallsyms]            [k] __fget
     0.00%  Timer            [kernel.kallsyms]            [k] update_blocked_averages
     0.00%  xfwm4            [kernel.kallsyms]            [k] account_user_time
     0.00%  panel-7-systeml  [kernel.kallsyms]            [k] syscall_return_via_sysret
     0.00%  xfwm4            libglib-2.0.so.0.6000.6      [.] g_main_context_release
     0.00%  Web Content      libxul.so                    [.] 0x0000000003dc6ca3
     0.00%  xfwm4            libXdamage.so.1.1.0          [.] 0x0000000000001114
     0.00%  Xorg             Xorg                         [.] 0x00000000000ec828
     0.00%  xfce4-terminal   libcairo.so.2.11600.0        [.] 0x00000000000a3763
     0.00%  panel-12-netloa  libX11.so.6.3.0              [.] 0x00000000000481c0
     0.00%  Xorg             i965_dri.so                  [.] 0x0000000000218808
     0.00%  Xorg             libc-2.29.so                 [.] __strncmp_sse42
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000e1762
     0.00%  Xorg             libdrm_nouveau.so.2.0.0      [.] 0x0000000000004cbc
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000c3354
     0.00%  Timer            libc-2.29.so                 [.] __clock_gettime
     0.00%  perf             [kernel.kallsyms]            [k] get_mem_cgroup_from_mm
     0.00%  xfwm4            [kernel.kallsyms]            [k] __inode_security_revalidate
     0.00%  Web Content      libxul.so                    [.] 0x0000000001802725
     0.00%  JS Watchdog      libpthread-2.29.so           [.] __pthread_mutex_cond_lock
     0.00%  Xorg             libglamoregl.so              [.] 0x00000000000160cd
     0.00%  xfwm4            i965_dri.so                  [.] 0x00000000002443f4
     0.00%  InotifyEventThr  [kernel.kallsyms]            [k] __sched_text_start
     0.00%  xfwm4            [kernel.kallsyms]            [k] ironlake_irq_handler
     0.00%  swapper          [kernel.kallsyms]            [k] __intel_breadcrumbs_disarm_irq
     0.00%  Xorg             i965_dri.so                  [.] 0x000000000059a569
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000005d8928
     0.00%  Web Content      libxul.so                    [.] 0x0000000004583a54
     0.00%  Web Content      libxul.so                    [.] 0x00000000008fca58
     0.00%  xfce4-terminal   libXrender.so.1.3.0          [.] XRenderFillRectangle
     0.00%  Xorg             [kernel.kallsyms]            [k] irqtime_account_irq
     0.00%  kworker/3:2-eve  [kernel.kallsyms]            [k] collect_percpu_times
     0.00%  xfwm4            [kernel.kallsyms]            [k] _raw_spin_lock
     0.00%  swapper          [kernel.kallsyms]            [k] rcu_sched_clock_irq
     0.00%  JS Helper        libxul.so                    [.] 0x000000000427db9d
     0.00%  Web Content      ld-2.29.so                   [.] update_get_addr
     0.00%  Xorg             libglamoregl.so              [.] 0x0000000000014e86
     0.00%  Web Content      [kernel.kallsyms]            [k] __mnt_want_write_file
     0.00%  iperf3           [kernel.kallsyms]            [k] tcp_rate_skb_delivered
     0.00%  Xorg             modesetting_drv.so           [.] 0x0000000000010329
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000cf9b3
     0.00%  Web Content      [kernel.kallsyms]            [k] do_syscall_64
     0.00%  Xorg             [kernel.kallsyms]            [k] update_rq_clock
     0.00%  xfwm4            i965_dri.so                  [.] 0x00000000001dff55
     0.00%  panel-10-diskpe  libc-2.29.so                 [.] _int_free
     0.00%  perf             [kernel.kallsyms]            [k] __mark_inode_dirty
     0.00%  firefox          [kernel.kallsyms]            [k] delay_tsc
     0.00%  Xorg             Xorg                         [.] 0x000000000003ff74
     0.00%  xfwm4            libxcb.so.1.1.0              [.] 0x000000000001001c
     0.00%  xfwm4            libglapi.so.0.0.0            [.] 0x000000000000d90b
     0.00%  Xorg             Xorg                         [.] 0x00000000000ed534
     0.00%  Xorg             [kernel.kallsyms]            [k] radix_tree_lookup
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000e2c7e
     0.00%  Xorg             [kernel.kallsyms]            [k] idr_alloc
     0.00%  Web Content      libxul.so                    [.] 0x0000000002fe982d
     0.00%  xfwm4            libpthread-2.29.so           [.] __pthread_mutex_unlock_usercnt
     0.00%  Xorg             libpixman-1.so.0.38.0        [.] pixman_region_translate
     0.00%  Xorg             libpixman-1.so.0.38.0        [.] pixman_region_equal
     0.00%  xfce4-terminal   libcairo.so.2.11600.0        [.] cairo_device_acquire
     0.00%  panel-12-netloa  libcairo.so.2.11600.0        [.] 0x000000000007791a
     0.00%  xfwm4            [kernel.kallsyms]            [k] mutex_lock
     0.00%  Xorg             [kernel.kallsyms]            [k] ilk_compute_pipe_wm
     0.00%  Xorg             Xorg                         [.] ChangePicture
     0.00%  Xorg             libGLdispatch.so.0.0.0       [.] 0x0000000000042a34
     0.00%  swapper          [kernel.kallsyms]            [k] update_group_capacity
     0.00%  xfwm4            i965_dri.so                  [.] 0x00000000000dc625
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000cfa43
     0.00%  Xorg             nouveau_dri.so               [.] 0x00000000005193bc
     0.00%  Xorg             i965_dri.so                  [.] 0x000000000016f2d3
     0.00%  Xorg             i965_dri.so                  [.] 0x000000000059bc76
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000cc53a
     0.00%  Xorg             Xorg                         [.] 0x0000000000186731
     0.00%  Web Content      [JIT] tid 2598               [.] 0x000005d40010ff55
     0.00%  Web Content      libxul.so                    [.] 0x0000000003f981f8
     0.00%  panel-12-netloa  [kernel.kallsyms]            [k] __fdget
     0.00%  Xorg             libpixman-1.so.0.38.0        [.] pixman_region_intersect
     0.00%  panel-12-netloa  libcairo.so.2.11600.0        [.] 0x0000000000042333
     0.00%  panel-12-netloa  [kernel.kallsyms]            [k] delay_tsc
     0.00%  Web Content      libxul.so                    [.] 0x0000000004126ee3
     0.00%  Web Content      libxul.so                    [.] 0x00000000042a4d7b
     0.00%  perf             [kernel.kallsyms]            [k] add_transaction_credits
     0.00%  Web Content      libxul.so                    [.] 0x000000000408365e
     0.00%  Web Content      libxul.so                    [.] 0x0000000003f6cd73
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000001795ee
     0.00%  Web Content      [kernel.kallsyms]            [k] fsnotify
     0.00%  Xorg             Xorg                         [.] 0x000000000003f1e4
     0.00%  xfwm4            i965_dri.so                  [.] 0x00000000000e8bb3
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000001ce196
     0.00%  iperf3           [kernel.kallsyms]            [k] account_process_tick
     0.00%  iperf3           [kernel.kallsyms]            [k] native_read_msr
     0.00%  xfce4-terminal   libcairo.so.2.11600.0        [.] 0x0000000000045fe8
     0.00%  Web Content      libxul.so                    [.] 0x0000000003fdaede
     0.00%  xfwm4            [kernel.kallsyms]            [k] switch_fpu_return
     0.00%  xfce4-terminal   libcairo.so.2.11600.0        [.] 0x000000000002d9a2
     0.00%  swapper          [kernel.kallsyms]            [k] clear_buddies
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000001d690e
     0.00%  panel-12-netloa  libcairo.so.2.11600.0        [.] 0x0000000000045ff5
     0.00%  Xorg             nouveau_dri.so               [.] 0x00000000000a7411
     0.00%  xfwm4            [kernel.kallsyms]            [k] __alloc_skb
     0.00%  Web Content      [JIT] tid 2473               [.] 0x00000cadbf3e396d
     0.00%  Xorg             libglamoregl.so              [.] 0x000000000000a4e3
     0.00%  Xorg             Xorg                         [.] 0x0000000000130ea3
     0.00%  Web Content      libxcb.so.1.1.0              [.] 0x000000000000e586
     0.00%  Xorg             [kernel.kallsyms]            [k] i915_request_enable_breadcrumb
     0.00%  xfwm4            libglib-2.0.so.0.6000.6      [.] g_slice_free1
     0.00%  tmux: server     libc-2.29.so                 [.] _int_malloc
     0.00%  xfwm4            libxcb.so.1.1.0              [.] xcb_poll_for_special_event
     0.00%  Xorg             [kernel.kallsyms]            [k] intel_framebuffer_init
     0.00%  iperf3           [kernel.kallsyms]            [k] kick_ilb
     0.00%  Xorg             modesetting_drv.so           [.] 0x0000000000007a84
     0.00%  swapper          [kernel.kallsyms]            [k] notifier_call_chain
     0.00%  Xorg             [kernel.kallsyms]            [k] memcmp
     0.00%  perf             [kernel.kallsyms]            [k] native_irq_return_iret
     0.00%  Xorg             libglapi.so.0.0.0            [.] 0x0000000000016c43
     0.00%  swapper          [kernel.kallsyms]            [k] rcu_core
     0.00%  Xorg             modesetting_drv.so           [.] 0x000000000000b582
     0.00%  Xorg             nouveau_dri.so               [.] 0x000000000050430c
     0.00%  Xorg             libpthread-2.29.so           [.] __pthread_setspecific
     0.00%  Xorg             i965_dri.so                  [.] 0x0000000000224110
     0.00%  Web Content      libxul.so                    [.] 0x0000000002ff88ba
     0.00%  xfwm4            [kernel.kallsyms]            [k] __x64_sys_writev
     0.00%  swapper          [kernel.kallsyms]            [k] tick_sched_timer
     0.00%  panel-7-systeml  libcairo.so.2.11600.0        [.] 0x000000000002827e
     0.00%  Xorg             [kernel.kallsyms]            [k] intel_plane_compute_aligned_offset
     0.00%  Web Content      [kernel.kallsyms]            [k] __x86_indirect_thunk_rax
     0.00%  rcu_sched        [kernel.kallsyms]            [k] detach_if_pending
     0.00%  panel-7-systeml  libgdk-3.so.0.2404.6         [.] 0x000000000005fcf3
     0.00%  panel-9-cpugrap  [kernel.kallsyms]            [k] __update_load_avg_se
     0.00%  Xorg             i965_dri.so                  [.] 0x000000000059fe96
     0.00%  DOM Worker       libxul.so                    [.] 0x00000000041b9406
     0.00%  xfwm4            [kernel.kallsyms]            [k] get_mem_cgroup_from_mm
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000002376b7
     0.00%  panel-12-netloa  libcairo.so.2.11600.0        [.] 0x00000000000a0a3b
     0.00%  Xorg             libglamoregl.so              [.] 0x0000000000026287
     0.00%  xfwm4            [kernel.kallsyms]            [k] set_page_dirty
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3      [.] 0x0000000000026e2e
     0.00%  panel-12-netloa  libgdk-3.so.0.2404.6         [.] gdk_window_get_type
     0.00%  Xorg             [kernel.kallsyms]            [k] ep_send_events_proc
     0.00%  xfwm4            i965_dri.so                  [.] 0x000000000059ca4e
     0.00%  swapper          [kernel.kallsyms]            [k] load_new_mm_cr3
     0.00%  Xorg             Xorg                         [.] 0x000000000013c3f0
     0.00%  panel-12-netloa  [kernel.kallsyms]            [k] set_task_cpu
     0.00%  Web Content      libxul.so                    [.] 0x0000000000912b06
     0.00%  Timer            libxul.so                    [.] 0x0000000000975f00
     0.00%  Xorg             [kernel.kallsyms]            [k] get_nohz_timer_target
     0.00%  xfwm4            i965_dri.so                  [.] 0x00000000005d67e5
     0.00%  Web Content      libxul.so                    [.] 0x000000000440dded
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3      [.] 0x0000000000026d30
     0.00%  Web Content      libpthread-2.29.so           [.] __pthread_mutex_lock
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000f7f3f
     0.00%  xfwm4            i965_dri.so                  [.] 0x000000000059e93f
     0.00%  xfwm4            [kernel.kallsyms]            [k] memcg_kmem_get_cache
     0.00%  panel-10-diskpe  libcairo.so.2.11600.0        [.] 0x0000000000030dea
     0.00%  Xorg             libglamoregl.so              [.] 0x0000000000011eb0
     0.00%  Xorg             libglamoregl.so              [.] glamor_gbm_bo_from_pixmap
     0.00%  Web Content      [kernel.kallsyms]            [k] find_vma
     0.00%  JS Helper        libxul.so                    [.] 0x0000000004726acf
     0.00%  perf             [kernel.kallsyms]            [k] __pagevec_lru_add_fn
     0.00%  panel-9-cpugrap  [kernel.kallsyms]            [k] mutex_unlock
     0.00%  Xorg             Xorg                         [.] WakeupHandler
     0.00%  Web Content      libxul.so                    [.] 0x0000000000b6ffa0
     0.00%  xfwm4            i965_dri.so                  [.] 0x00000000000f0740
     0.00%  Xorg             i965_dri.so                  [.] 0x0000000000200776
     0.00%  Xorg             Xorg                         [.] 0x00000000001c0428
     0.00%  Web Content      libxul.so                    [.] 0x0000000003f8843a
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000ca5bb
     0.00%  xfwm4            libglib-2.0.so.0.6000.6      [.] g_source_attach
     0.00%  Xorg             libglamoregl.so              [.] 0x0000000000017247
     0.00%  Timer            libxul.so                    [.] 0x0000000000977b09
     0.00%  iperf3           [kernel.kallsyms]            [k] update_dl_rq_load_avg
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000002376d8
     0.00%  panel-12-netloa  libglib-2.0.so.0.6000.6      [.] g_slice_alloc
     0.00%  iperf3           [kernel.kallsyms]            [k] update_sd_lb_stats
     0.00%  xfwm4            libglib-2.0.so.0.6000.6      [.] g_direct_hash
     0.00%  panel-12-netloa  libglib-2.0.so.0.6000.6      [.] g_private_get
     0.00%  iperf3           [kernel.kallsyms]            [k] _raw_spin_unlock_bh
     0.00%  iperf3           [kernel.kallsyms]            [k] irq_work_tick
     0.00%  swapper          [kernel.kallsyms]            [k] wlc_scb_clearstatebit_bsscfg
     0.00%  Xorg             [kernel.kallsyms]            [k] __free_pages_ok
     0.00%  xfwm4            libxcb.so.1.1.0              [.] 0x000000000000d3ef
     0.00%  firefox          libxul.so                    [.] 0x0000000004089228
     0.00%  panel-9-cpugrap  libX11.so.6.3.0              [.] 0x0000000000047061
     0.00%  swapper          [kernel.kallsyms]            [k] timerqueue_iterate_next
     0.00%  xfwm4            libdrm.so.2.4.0              [.] 0x0000000000004743
     0.00%  Xorg             [kernel.kallsyms]            [k] available_idle_cpu
     0.00%  tmux: server     [kernel.kallsyms]            [k] poll_freewait
     0.00%  Xorg             [kernel.kallsyms]            [k] intel_runtime_pm_get
     0.00%  panel-9-cpugrap  libglib-2.0.so.0.6000.6      [.] g_thread_self
     0.00%  Web Content      [JIT] tid 2473               [.] 0x00000cadbf3e047c
     0.00%  Xorg             [kernel.kallsyms]            [k] reservation_object_reserve_shared
     0.00%  iperf3           [kernel.kallsyms]            [k] ip6_dst_destroy
     0.00%  swapper          [kernel.kallsyms]            [k] tick_check_oneshot_broadcast_this_cpu
     0.00%  xfwm4            [kernel.kallsyms]            [k] avc_has_extended_perms
     0.00%  Xorg             [kernel.kallsyms]            [k] interrupt_entry
     0.00%  Xorg             [kernel.kallsyms]            [k] i915_request_retire
     0.00%  xfce4-terminal   libgtk-3.so.0.2404.6         [.] 0x0000000000096da4
     0.00%  swapper          [kernel.kallsyms]            [k] _raw_spin_unlock_irqrestore
     0.00%  swapper          [kernel.kallsyms]            [k] find_busiest_group
     0.00%  swapper          [kernel.kallsyms]            [k] rcu_idle_enter
     0.00%  ksoftirqd/2      [kernel.kallsyms]            [k] kmem_cache_free
     0.00%  panel-12-netloa  wrapper-2.0                  [.] wrapper_plug_get_type
     0.00%  Xorg             Xorg                         [.] ProcQueryPointer
     0.00%  swapper          [kernel.kallsyms]            [k] cpu_load_update_active
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000001da4ef
     0.00%  panel-9-cpugrap  libmurrine.so                [.] 0x000000000001227f
     0.00%  Web Content      libxul.so                    [.] moz_xmalloc@plt
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3      [.] 0x0000000000034c1c
     0.00%  Xorg             libc-2.29.so                 [.] __GI___qsort_r
     0.00%  Web Content      libxul.so                    [.] 0x0000000004126ee0
     0.00%  panel-12-netloa  [kernel.kallsyms]            [k] rtl8169_update_counters
     0.00%  Web Content      [JIT] tid 2473               [.] 0x00000cadbf3c9a69
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000002313f6
     0.00%  iperf3           [kernel.kallsyms]            [k] rt6_uncached_list_del
     0.00%  xfwm4            i965_dri.so                  [.] 0x00000000001cb37c
     0.00%  panel-12-netloa  libgdk-3.so.0.2404.6         [.] 0x000000000002d704
     0.00%  panel-10-diskpe  libglib-2.0.so.0.6000.6      [.] g_atomic_ref_count_compare
     0.00%  xfwm4            i965_dri.so                  [.] 0x00000000000c14bf
     0.00%  xfce4-terminal   [kernel.kallsyms]            [k] scheduler_ipi
     0.00%  Xorg             libglamoregl.so              [.] 0x000000000000b0e3
     0.00%  xfwm4            i965_dri.so                  [.] 0x00000000000dc1ba
     0.00%  Xorg             i965_dri.so                  [.] 0x0000000000204bbe
     0.00%  Xorg             [kernel.kallsyms]            [k] ksys_ioctl
     0.00%  iperf3           [kernel.kallsyms]            [k] timerqueue_del
     0.00%  xfwm4            i965_dri.so                  [.] 0x00000000000f0f13
     0.00%  Xorg             [kernel.kallsyms]            [k] ___sys_recvmsg
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000dc1ba
     0.00%  iperf3           [kernel.kallsyms]            [k] cpumask_next_and
     0.00%  Xorg             i965_dri.so                  [.] 0x000000000016ae83
     0.00%  xfwm4            [kernel.kallsyms]            [k] avc_has_perm
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000001bc6b5
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3      [.] 0x0000000000026a50
     0.00%  xfwm4            i965_dri.so                  [.] 0x0000000000204f93
     0.00%  perf             [kernel.kallsyms]            [k] generic_perform_write
     0.00%  Xorg             Xorg                         [.] dixLookupDrawable
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000d2014
     0.00%  Xorg             [kernel.kallsyms]            [k] sockfd_lookup_light
     0.00%  Xorg             libGLdispatch.so.0.0.0       [.] 0x0000000000042a54
     0.00%  xfwm4            [kernel.kallsyms]            [k] reservation_object_reserve_shared
     0.00%  iperf3           [kernel.kallsyms]            [k] profile_tick
     0.00%  panel-10-diskpe  [kernel.kallsyms]            [k] skb_copy_datagram_from_iter
     0.00%  ksoftirqd/2      [kernel.kallsyms]            [k] __free_slab
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000dc188
     0.00%  xfce4-terminal   [kernel.kallsyms]            [k] alloc_skb_with_frags
     0.00%  Xorg             [kernel.kallsyms]            [k] copy_user_enhanced_fast_string
     0.00%  Xorg             i965_dri.so                  [.] 0x0000000000205458
     0.00%  panel-12-netloa  libcairo.so.2.11600.0        [.] 0x000000000009b2b3
     0.00%  Web Content      libxul.so                    [.] 0x0000000003f35ed3
     0.00%  panel-9-cpugrap  libgdk-x11-2.0.so.0.2400.32  [.] 0x000000000006e9f4
     0.00%  Xorg             [kernel.kallsyms]            [k] __fdget
     0.00%  xfwm4            i965_dri.so                  [.] 0x00000000000f1b2e
     0.00%  xfwm4            i965_dri.so                  [.] 0x00000000000e16a7
     0.00%  panel-7-systeml  libXrender.so.1.3.0          [.] XRenderFindDisplay
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000e2b7d
     0.00%  panel-7-systeml  libcairo.so.2.11600.0        [.] 0x000000000002f1e5
     0.00%  panel-13-pulsea  libgobject-2.0.so.0.6000.6   [.] g_type_check_class_cast
     0.00%  xfce4-terminal   libcairo.so.2.11600.0        [.] 0x00000000000314c5
     0.00%  Xorg             i965_dri.so                  [.] 0x000000000059aab2
     0.00%  panel-12-netloa  libdbus-1.so.3.19.11         [.] 0x000000000003b983
     0.00%  Xorg             libdrm_nouveau.so.2.0.0      [.] nouveau_pushbuf_data
     0.00%  Xorg             nouveau_dri.so               [.] 0x0000000000099903
     0.00%  Xorg             Xorg                         [.] 0x00000000001c2873
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000001eb417
     0.00%  xfwm4            i965_dri.so                  [.] 0x00000000005deaa7
     0.00%  Web Content      libxul.so                    [.] 0x000000000198fa2b
     0.00%  Xorg             [kernel.kallsyms]            [k] memcg_kmem_put_cache
     0.00%  xdp_load_and_st  libc-2.29.so                 [.] __sleep
     0.00%  Xorg             i965_dri.so                  [.] 0x000000000022fad8
     0.00%  rcu_sched        [kernel.kallsyms]            [k] prepare_to_swait_event
     0.00%  xfce4-terminal   libglib-2.0.so.0.6000.6      [.] g_io_channel_get_buffer_condition
     0.00%  Web Content      [JIT] tid 2473               [.] 0x00000cadbf3c67ee
     0.00%  panel-9-cpugrap  libcairo.so.2.11600.0        [.] 0x000000000003059d
     0.00%  iperf3           libiperf.so.0.0.0            [.] 0x00000000000095c4
     0.00%  xfce4-terminal   libcairo.so.2.11600.0        [.] 0x000000000009d948
     0.00%  Xorg             i965_dri.so                  [.] 0x000000000016f834
     0.00%  Xorg             i965_dri.so                  [.] 0x0000000000176c69
     0.00%  Xorg             Xorg                         [.] 0x00000000001bfdfd
     0.00%  Xorg             [kernel.kallsyms]            [k] kfree_skbmem
     0.00%  xfwm4            [kernel.kallsyms]            [k] update_curr
     0.00%  xfce4-terminal   libgdk-3.so.0.2404.6         [.] gdk_screen_get_display
     0.00%  DOM Worker       libxul.so                    [.] 0x00000000041a82eb
     0.00%  Xorg             modesetting_drv.so           [.] 0x000000000000c900
     0.00%  panel-12-netloa  [kernel.kallsyms]            [k] update_load_avg
     0.00%  ksoftirqd/1      [kernel.kallsyms]            [k] nf_hook_slow
     0.00%  JS Helper        libxul.so                    [.] 0x000000000471746e
