# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 223
#
# Samples: 27K of event 'cycles'
# Event count (approx.): 25727937029
#
# Overhead  Command          Shared Object                            Symbol                                                   
# ........  ...............  .......................................  .........................................................
#
     0.00%  Xorg             [kernel.kallsyms]                        [k] __virt_addr_valid
     0.00%  Xorg             [kernel.kallsyms]                        [k] i915_request_alloc
     0.00%  gdbus            libgobject-2.0.so.0.6000.6               [.] g_type_check_instance_is_fundamentally_a
     0.00%  ksoftirqd/3      [kernel.kallsyms]                        [k] kfree_skbmem
     0.00%  Xorg             libGLdispatch.so.0.0.0                   [.] 0x0000000000040606
     0.00%  Xorg             [kernel.kallsyms]                        [k] gen6_write32
     0.00%  Xorg             [kernel.kallsyms]                        [k] enqueue_task_stop
     0.00%  ksoftirqd/0      [kernel.kallsyms]                        [k] ipv6_skip_exthdr
     0.00%  Xorg             Xorg                                     [.] WriteEventsToClient
     0.00%  xfce4-terminal   libglib-2.0.so.0.6000.6                  [.] g_main_context_check
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000005a0823
     0.00%  xfwm4            libXdamage.so.1.1.0                      [.] XDamageFindDisplay
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000059b690
     0.00%  Xorg             libc-2.29.so                             [.] _IO_str_init_static_internal
     0.00%  ksoftirqd/3      [kernel.kallsyms]                        [k] rcu_core
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000cc7cc
     0.00%  Xorg             modesetting_drv.so                       [.] 0x000000000000b560
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000005a03be
     0.00%  Xorg             nouveau_dri.so                           [.] 0x0000000000331355
     0.00%  tmux: server     libc-2.29.so                             [.] _itoa_word
     0.00%  xfwm4            libdbus-1.so.3.19.11                     [.] 0x000000000002fc30
     0.00%  iperf3           [kernel.kallsyms]                        [k] lock_hrtimer_base.isra.0
     0.00%  Xorg             Xorg                                     [.] 0x000000000013b6f0
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000e39c0
     0.00%  Xorg             libglapi.so.0.0.0                        [.] 0x000000000001058b
     0.00%  Xorg             libglamoregl.so                          [.] 0x000000000000a51b
     0.00%  LIST_LEGACY      dropbox                                  [.] PyCFunction_NewEx
     0.00%  ksoftirqd/1      [kernel.kallsyms]                        [k] __softirqentry_text_start
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000023c354
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000059e4cc
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000002077a9
     0.00%  Xorg             Xorg                                     [.] 0x000000000005ce8b
     0.00%  Xorg             libglamoregl.so                          [.] 0x0000000000019f3e
     0.00%  Xorg             nouveau_dri.so                           [.] 0x00000000004a32e3
     0.00%  Xorg             libglamoregl.so                          [.] 0x0000000000008923
     0.00%  Xorg             [kernel.kallsyms]                        [k] __sched_text_start
     0.00%  Xorg             Xorg                                     [.] 0x00000000000ed534
     0.00%  Xorg             [kernel.kallsyms]                        [k] intel_crtc_atomic_check
     0.00%  xfwm4            [kernel.kallsyms]                        [k] __cgroup_account_cputime
     0.00%  Xorg             libdrm_nouveau.so.2.0.0                  [.] 0x0000000000004cc4
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000c2307
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000e0103
     0.00%  Xorg             modesetting_drv.so                       [.] 0x0000000000007534
     0.00%  Xorg             i965_dri.so                              [.] 0x0000000000200863
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000002382c9
     0.00%  swapper          [kernel.kallsyms]                        [k] __wake_up
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                    [.] 0x0000000000079965
     0.00%  Xorg             i965_dri.so                              [.] _glapi_check_multithread@plt
     0.00%  iperf3           [kernel.kallsyms]                        [k] napi_complete_done
     0.00%  Xorg             [kernel.kallsyms]                        [k] prepare_exit_to_usermode
     0.00%  Xorg             i965_dri.so                              [.] 0x0000000000199adf
     0.00%  Xorg             [kernel.kallsyms]                        [k] i915_fence_release
     0.00%  iperf3           [kernel.kallsyms]                        [k] 0x00007fffc13eea77
     0.00%  Xorg             modesetting_drv.so                       [.] 0x00000000000147c4
     0.00%  Xorg             [kernel.kallsyms]                        [k] account_entity_dequeue
     0.00%  Xorg             [kernel.kallsyms]                        [k] rcu_irq_enter
     0.00%  tmux: server     [kernel.kallsyms]                        [k] ktime_get
     0.00%  Xorg             [kernel.kallsyms]                        [k] rb_insert_color
     0.00%  Xorg             [kernel.kallsyms]                        [k] mutex_trylock
     0.00%  ksoftirqd/0      [kernel.kallsyms]                        [k] policy_node
     0.00%  Xorg             [kernel.kallsyms]                        [k] shmem_add_to_page_cache
     0.00%  Xorg             nouveau_dri.so                           [.] 0x0000000000519520
     0.00%  xfce4-terminal   [kernel.kallsyms]                        [k] __sched_text_start
     0.00%  Xorg             libglamoregl.so                          [.] 0x0000000000015cfe
     0.00%  xscreensaver     [kernel.kallsyms]                        [k] syscall_return_via_sysret
     0.00%  Xorg             libc-2.29.so                             [.] __memset_erms
     0.00%  Xorg             [kernel.kallsyms]                        [k] housekeeping_cpumask
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                    [.] 0x0000000000076c60
     0.00%  xfwm4            [kernel.kallsyms]                        [k] activate_task
     0.00%  swapper          [kernel.kallsyms]                        [k] x86_pmu_disable
     0.00%  ksoftirqd/0      [kernel.kallsyms]                        [k] 0x00007fffc13eea8a
     0.00%  Xorg             [kernel.kallsyms]                        [k] i915_gem_obj_prepare_shmem_read
     0.00%  dbus-broker      dbus-broker                              [.] 0x00000000000257d3
     0.00%  panel-7-systeml  [kernel.kallsyms]                        [k] avc_has_perm_noaudit
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000cce86
     0.00%  panel-12-netloa  [kernel.kallsyms]                        [k] place_entity
     0.00%  tmux: server     libc-2.29.so                             [.] malloc_consolidate
     0.00%  Xorg             Xorg                                     [.] 0x0000000000130438
     0.00%  Xorg             Xorg                                     [.] 0x00000000001b8618
     0.00%  Xorg             libglamoregl.so                          [.] 0x0000000000017ea7
     0.00%  xfwm4            xfwm4                                    [.] 0x000000000001d8c0
     0.00%  Xorg             i965_dri.so                              [.] 0x0000000000236bf2
     0.00%  swapper          [kernel.kallsyms]                        [k] idle_cpu
     0.00%  xfwm4            [kernel.kallsyms]                        [k] entry_SYSCALL_64_after_hwframe
     0.00%  xfwm4            i965_dri.so                              [.] 0x00000000000f0140
     0.00%  Xorg             i965_dri.so                              [.] _glapi_set_context@plt
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000005de943
     0.00%  Xorg             Xorg                                     [.] GetExtensionEntry
     0.00%  xfwm4            i965_dri.so                              [.] 0x00000000000caacf
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000e744f
     0.00%  Xorg             [kernel.kallsyms]                        [k] sidtab_find_context
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000001d5a6f
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                    [.] 0x0000000000056954
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000059f7d9
     0.00%  Xorg             Xorg                                     [.] 0x0000000000139371
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000cce67
     0.00%  Xorg             libc-2.29.so                             [.] __memset_sse2_unaligned_erms
     0.00%  ksoftirqd/0      [kernel.kallsyms]                        [k] tcp_filter
     0.00%  Xorg             libpixman-1.so.0.38.0                    [.] 0x0000000000058731
     0.00%  Xorg             libglapi.so.0.0.0                        [.] 0x000000000000f58b
     0.00%  dbus-broker      libc-2.29.so                             [.] _int_malloc
     0.00%  Xorg             [kernel.kallsyms]                        [k] update_curr
     0.00%  Xorg             [kernel.kallsyms]                        [k] i915_gem_object_ggtt_pin
     0.00%  tmux: server     tmux                                     [.] 0x000000000004418b
     0.00%  Xorg             libEGL_mesa.so.0.0.0                     [.] 0x00000000000163ae
     0.00%  panel-9-cpugrap  libXrender.so.1.3.0                      [.] XRenderSetPictureFilter
     0.00%  ksoftirqd/0      [kernel.kallsyms]                        [k] put_cpu_partial
     0.00%  Xorg             Xorg                                     [.] 0x00000000001866b0
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3                  [.] 0x000000000001ea83
     0.00%  swapper          [kernel.kallsyms]                        [k] tick_program_event
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3                  [.] 0x000000000004e18a
     0.00%  Xorg             nouveau_dri.so                           [.] 0x00000000005f9753
     0.00%  ksoftirqd/2      [kernel.kallsyms]                        [k] netlbl_enabled
     0.00%  Xorg             libc-2.29.so                             [.] msort_with_tmp.part.0
     0.00%  Xorg             nouveau_dri.so                           [.] 0x0000000000331203
     0.00%  ksoftirqd/2      [kernel.kallsyms]                        [k] rcu_core
     0.00%  panel-12-netloa  libgtk-3.so.0.2404.6                     [.] 0x0000000000395ec3
     0.00%  swapper          [kernel.kallsyms]                        [k] update_dl_rq_load_avg
     0.00%  Xorg             [kernel.kallsyms]                        [k] sched_clock
     0.00%  xfwm4            [kernel.kallsyms]                        [k] _copy_from_iter
     0.00%  Xorg             libpixman-1.so.0.38.0                    [.] 0x0000000000058670
     0.00%  Xorg             [kernel.kallsyms]                        [k] skb_set_owner_w
     0.00%  xfwm4            i965_dri.so                              [.] 0x000000000016adf3
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3                  [.] 0x0000000000026d1a
     0.00%  xfwm4            libc-2.29.so                             [.] _int_free
     0.00%  Xorg             libc-2.29.so                             [.] epoll_wait
     0.00%  Xorg             [kernel.kallsyms]                        [k] drm_atomic_helper_prepare_planes
     0.00%  gdbus            [kernel.kallsyms]                        [k] deactivate_task
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000e62e2
     0.00%  Xorg             Xorg                                     [.] miChangeClip
     0.00%  Xorg             libglamoregl.so                          [.] 0x000000000001b003
     0.00%  Xorg             [kernel.kallsyms]                        [k] notifier_call_chain
     0.00%  swapper          [kernel.kallsyms]                        [k] ksoftirqd_running
     0.00%  swapper          [kernel.kallsyms]                        [k] next_online_pgdat
     0.00%  xfwm4            [kernel.kallsyms]                        [k] rt6_uncached_list_del
     0.00%  tmux: server     [kernel.kallsyms]                        [k] __update_load_avg_se
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3                  [.] 0x0000000000026d08
     0.00%  Xorg             [kernel.kallsyms]                        [k] irqtime_account_process_tick.isra.0
     0.00%  xfwm4            [kernel.kallsyms]                        [k] intel_ring_begin
     0.00%  xfwm4            [kernel.kallsyms]                        [k] sock_sendmsg
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000059a83f
     0.00%  panel-7-systeml  libglib-2.0.so.0.6000.6                  [.] g_slist_prepend
     0.00%  Xorg             libEGL_mesa.so.0.0.0                     [.] 0x000000000000a834
     0.00%  iperf3           [kernel.kallsyms]                        [k] gen6_read32
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000001c05b3
     0.00%  iperf3           [kernel.kallsyms]                        [k] should_fail_alloc_page
     0.00%  iperf3           [kernel.kallsyms]                        [k] update_vsyscall
     0.00%  Xorg             [kernel.kallsyms]                        [k] native_sched_clock
     0.00%  xfwm4            [kernel.kallsyms]                        [k] rcu_accelerate_cbs
     0.00%  Xorg             i965_dri.so                              [.] 0x0000000000188590
     0.00%  Xorg             Xorg                                     [.] ChangePicture
     0.00%  xfwm4            libgdk-3.so.0.2404.6                     [.] 0x000000000002f493
     0.00%  iperf3           [kernel.kallsyms]                        [k] sk_stream_wait_memory
     0.00%  Xorg             Xorg                                     [.] 0x000000000013d22c
     0.00%  Xorg             Xorg                                     [.] IsFloating
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000e7c33
     0.00%  ksoftirqd/0      [kernel.kallsyms]                        [k] policy_nodemask
     0.00%  xfwm4            libglib-2.0.so.0.6000.6                  [.] g_main_context_prepare
     0.00%  xfwm4            [kernel.kallsyms]                        [k] sock_has_perm
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3                  [.] 0x0000000000031dd5
     0.00%  Xorg             [kernel.kallsyms]                        [k] maybe_add_creds
     0.00%  panel-9-cpugrap  [kernel.kallsyms]                        [k] __softirqentry_text_start
     0.00%  Xorg             [kernel.kallsyms]                        [k] eb_lookup_vmas
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                    [.] 0x000000000002d9de
     0.00%  Xorg             libglamoregl.so                          [.] glamor_gbm_bo_from_pixmap
     0.00%  Xorg             [kernel.kallsyms]                        [k] i915_fence_enable_signaling
     0.00%  xfce4-terminal   libglib-2.0.so.0.6000.6                  [.] 0x0000000000072af7
     0.00%  panel-12-netloa  libcairo.so.2.11600.0                    [.] 0x0000000000013a03
     0.00%  Xorg             [kernel.kallsyms]                        [k] __do_page_fault
     0.00%  tmux: server     tmux                                     [.] 0x000000000002a2ab
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000002313e4
     0.00%  Xorg             i965_dri.so                              [.] 0x0000000000360394
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                    [.] 0x0000000000057103
     0.00%  Xorg             i965_dri.so                              [.] 0x0000000000238240
     0.00%  swapper          [kernel.kallsyms]                        [k] rcu_qs
     0.00%  Xorg             Xorg                                     [.] 0x000000000013c5ab
     0.00%  panel-13-pulsea  libglib-2.0.so.0.6000.6                  [.] g_variant_type_is_subtype_of
     0.00%  iperf3           [kernel.kallsyms]                        [k] schedule_hrtimeout_range
     0.00%  panel-7-systeml  libgobject-2.0.so.0.6000.6               [.] g_type_parent
     0.00%  tmux: server     libc-2.29.so                             [.] __strcasecmp_l_avx
     0.00%  xfwm4            [kernel.kallsyms]                        [k] i915_gem_object_get_page
     0.00%  Xorg             nouveau_dri.so                           [.] 0x00000000005052d0
     0.00%  kworker/1:2-eve  [kernel.kallsyms]                        [k] __gen6_gt_wait_for_fifo
     0.00%  kworker/1:2-eve  [kernel.kallsyms]                        [k] pwq_dec_nr_in_flight
     0.00%  Xorg             [kernel.kallsyms]                        [k] fw_domains_get
     0.00%  Xorg             [kernel.kallsyms]                        [k] clockevents_program_event
     0.00%  Xorg             [kernel.kallsyms]                        [k] intel_framebuffer_init
     0.00%  gdbus            [kernel.kallsyms]                        [k] cpu_load_update
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                    [.] 0x000000000002d9be
     0.00%  xfwm4            libxcb.so.1.1.0                          [.] xcb_send_request_with_fds64
     0.00%  Xorg             [kernel.kallsyms]                        [k] ksoftirqd_running
     0.00%  xfwm4            libxcb.so.1.1.0                          [.] 0x000000000000ffb0
     0.00%  panel-12-netloa  libc-2.29.so                             [.] __vfprintf_internal
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000ca286
     0.00%  iperf3           [kernel.kallsyms]                        [k] tcp_rate_skb_sent
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000059fd4b
     0.00%  iperf3           [kernel.kallsyms]                        [k] __free_slab
     0.00%  Web Content      libnspr4.so                              [.] PR_TicksPerSecond
     0.00%  tmux: server     tmux                                     [.] 0x00000000000302b8
     0.00%  xfwm4            i965_dri.so                              [.] 0x00000000000ca584
     0.00%  swapper          [kernel.kallsyms]                        [k] irq_enter
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000059d902
     0.00%  xfwm4            [kernel.kallsyms]                        [k] selinux_file_permission
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000059b960
     0.00%  iperf3           [kernel.kallsyms]                        [k] bpf_fd_pass
     0.00%  Xorg             [kernel.kallsyms]                        [k] drm_internal_framebuffer_create
     0.00%  Xorg             libEGL_mesa.so.0.0.0                     [.] 0x000000000000bd0a
     0.00%  iperf3           [kernel.kallsyms]                        [k] native_apic_mem_read
     0.00%  xfwm4            [kernel.kallsyms]                        [k] i915_request_await_dma_fence
     0.00%  swapper          [kernel.kallsyms]                        [k] arch_cpu_idle_exit
     0.00%  Xorg             libc-2.29.so                             [.] unlink_chunk.isra.0
     0.00%  iperf3           [kernel.kallsyms]                        [k] 0x00007fffc13eea6a
     0.00%  Xorg             [kernel.kallsyms]                        [k] balance_dirty_pages_ratelimited
     0.00%  ksoftirqd/2      [kernel.kallsyms]                        [k] irq_enter
     0.00%  xfwm4            i965_dri.so                              [.] 0x00000000000c3c3f
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                    [.] 0x000000000002da2d
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                    [.] 0x0000000000031e6d
     0.00%  xfwm4            libgdk-3.so.0.2404.6                     [.] 0x0000000000075ed3
     0.00%  xfwm4            libX11.so.6.3.0                          [.] _XGetRequest
     0.00%  xfwm4            [kernel.kallsyms]                        [k] rcu_all_qs
     0.00%  xfwm4            [kernel.kallsyms]                        [k] __cgroup_account_cputime_field
     0.00%  Timer            [kernel.kallsyms]                        [k] update_rq_clock
     0.00%  Xorg             libglamoregl.so                          [.] 0x0000000000016801
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000059ee23
     0.00%  ksoftirqd/1      [kernel.kallsyms]                        [k] __free_one_page
     0.00%  iperf3           [kernel.kallsyms]                        [k] 0x00007fffc13eea85
     0.00%  Xorg             libdrm.so.2.4.0                          [.] 0x0000000000004594
     0.00%  xfwm4            libxcb.so.1.1.0                          [.] 0x000000000000fa20
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                    [.] 0x0000000000056816
     0.00%  Xorg             nouveau_dri.so                           [.] 0x0000000000519628
     0.00%  panel-13-pulsea  libgio-2.0.so.0.6000.6                   [.] g_task_attach_source
     0.00%  Xorg             [kernel.kallsyms]                        [k] timerqueue_add
     0.00%  Xorg             [kernel.kallsyms]                        [k] dequeue_task_fair
     0.00%  iperf3           [kernel.kallsyms]                        [k] apic_ack_irq
     0.00%  ksoftirqd/0      [kernel.kallsyms]                        [k] timerqueue_del
     0.00%  iperf3           [kernel.kallsyms]                        [k] raw_notifier_call_chain
     0.00%  Xorg             Xorg                                     [.] 0x000000000018e203
     0.00%  iperf3           [kernel.kallsyms]                        [k] clear_buddies
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000dc1fc
     0.00%  Xorg             [kernel.kallsyms]                        [k] cpuacct_charge
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000ca1c2
     0.00%  ksoftirqd/2      [kernel.kallsyms]                        [k] consume_skb
     0.00%  Xorg             modesetting_drv.so                       [.] 0x0000000000014640
     0.00%  xfwm4            libgdk-3.so.0.2404.6                     [.] 0x0000000000067c18
     0.00%  ksoftirqd/2      [kernel.kallsyms]                        [k] ip6_output
     0.00%  Xorg             libglapi.so.0.0.0                        [.] 0x000000000000d940
     0.00%  iperf3           [kernel.kallsyms]                        [k] 0x00007fffc13eea9e
     0.00%  iperf3           [kernel.kallsyms]                        [k] 0x00007fffc13eea90
     0.00%  ksoftirqd/1      [kernel.kallsyms]                        [k] 0x00007fffc13eea69
     0.00%  iperf3           [kernel.kallsyms]                        [k] 0x00007fffc13eea94
     0.00%  ksoftirqd/0      [kernel.kallsyms]                        [k] native_smp_send_reschedule
     0.00%  ksoftirqd/0      [kernel.kallsyms]                        [k] rcu_irq_exit
     0.00%  iperf3           [kernel.kallsyms]                        [k] __free_pages
     0.00%  rcu_sched        [kernel.kallsyms]                        [k] update_blocked_averages
     0.00%  xfwm4            [kernel.kallsyms]                        [k] __list_del_entry_valid
     0.00%  iperf3           [kernel.kallsyms]                        [k] unfreeze_partials.isra.0
     0.00%  ksoftirqd/0      [kernel.kallsyms]                        [k] native_write_msr
     0.00%  panel-7-systeml  libgtk-3.so.0.2404.6                     [.] 0x000000000039aea3
     0.00%  xfwm4            [kernel.kallsyms]                        [k] skb_release_data
     0.00%  swapper          [kernel.kallsyms]                        [k] intel_uncore_fw_release_timer
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000cc440
     0.00%  xfwm4            [kernel.kallsyms]                        [k] flush_write_domain
     0.00%  panel-13-pulsea  libatspi.so.0.0.1                        [.] 0x0000000000018fb3
     0.00%  ksoftirqd/3      [kernel.kallsyms]                        [k] ktime_get
     0.00%  ksoftirqd/1      [kernel.kallsyms]                        [k] net_rx_action
     0.00%  ksoftirqd/3      [kernel.kallsyms]                        [k] netif_skb_features
     0.00%  ksoftirqd/3      [kernel.kallsyms]                        [k] 0x00007fffc13eea9e
     0.00%  ksoftirqd/3      [kernel.kallsyms]                        [k] tcp_grow_window.isra.0
     0.00%  ksoftirqd/0      [kernel.kallsyms]                        [k] kfree_skb_partial
     0.00%  ksoftirqd/3      [kernel.kallsyms]                        [k] page_frag_free
     0.00%  ksoftirqd/1      [kernel.kallsyms]                        [k] free_unref_page_commit
     0.00%  xfwm4            libglib-2.0.so.0.6000.6                  [.] g_source_unref
     0.00%  ksoftirqd/3      [kernel.kallsyms]                        [k] policy_nodemask
     0.00%  ksoftirqd/3      [kernel.kallsyms]                        [k] tcp_queue_rcv
     0.00%  iperf3           [kernel.kallsyms]                        [k] rt6_age_exceptions
     0.00%  ksoftirqd/0      [kernel.kallsyms]                        [k] 0x00007fffc13eeaa5
     0.00%  ksoftirqd/3      [kernel.kallsyms]                        [k] skb_condense
     0.00%  ksoftirqd/0      [kernel.kallsyms]                        [k] __dev_queue_xmit
     0.00%  ksoftirqd/0      [kernel.kallsyms]                        [k] rcu_core
     0.00%  ksoftirqd/0      [kernel.kallsyms]                        [k] nf_nat_ipv6_in
     0.00%  xfwm4            [kernel.kallsyms]                        [k] ktime_get_mono_fast_ns
     0.00%  ksoftirqd/3      [kernel.kallsyms]                        [k] ipv6_rcv
     0.00%  ksoftirqd/3      [kernel.kallsyms]                        [k] policy_node
     0.00%  ksoftirqd/3      [kernel.kallsyms]                        [k] unfreeze_partials.isra.0
     0.00%  ksoftirqd/1      [kernel.kallsyms]                        [k] enqueue_entity
     0.00%  ksoftirqd/3      [kernel.kallsyms]                        [k] should_fail_alloc_page
     0.00%  ksoftirqd/1      [kernel.kallsyms]                        [k] tcp_v6_do_rcv
     0.00%  iperf3           [kernel.kallsyms]                        [k] cpus_share_cache
     0.00%  ksoftirqd/3      [kernel.kallsyms]                        [k] interrupt_entry
     0.00%  iperf3           [kernel.kallsyms]                        [k] 0x00007fffc13eea81
     0.00%  xfwm4            libglib-2.0.so.0.6000.6                  [.] 0x000000000003d907
     0.00%  iperf3           libiperf.so.0.0.0                        [.] 0x00000000000093c3
     0.00%  ksoftirqd/1      [kernel.kallsyms]                        [k] 0x00007fffc13eea8a
     0.00%  iperf3           [kernel.kallsyms]                        [k] __vfs_write
     0.00%  ksoftirqd/3      [kernel.kallsyms]                        [k] hrtimer_active
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                    [.] 0x0000000000063999
     0.00%  iperf3           [kernel.kallsyms]                        [k] mem_cgroup_page_lruvec
     0.00%  Xorg             Xorg                                     [.] 0x000000000013c510
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000ca206
     0.00%  Xorg             [kernel.kallsyms]                        [k] ___sys_recvmsg
     0.00%  iperf3           libiperf.so.0.0.0                        [.] 0x00000000000090b4
     0.00%  ksoftirqd/3      [kernel.kallsyms]                        [k] update_rq_clock
     0.00%  xfwm4            i965_dri.so                              [.] 0x00000000000cc53a
     0.00%  Web Content      [kernel.kallsyms]                        [k] __seccomp_filter
     0.00%  xfwm4            libXfixes.so.3.1.0                       [.] 0x0000000000002274
     0.00%  Xorg             Xorg                                     [.] 0x00000000001bc2f6
     0.00%  Xorg             Xorg                                     [.] 0x0000000000064ed4
     0.00%  Xorg             Xorg                                     [.] 0x00000000001c2844
     0.00%  Xorg             [kernel.kallsyms]                        [k] __i915_vma_retire
     0.00%  swapper          [kernel.kallsyms]                        [k] arch_cpu_idle_enter
     0.00%  Xorg             libGLdispatch.so.0.0.0                   [.] __glDispatchCheckMultithreaded
     0.00%  Xorg             Xorg                                     [.] 0x000000000013bfb7
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000005dec8b
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000001c0680
     0.00%  Xorg             Xorg                                     [.] 0x00000000001296bf
     0.00%  panel-13-pulsea  libglib-2.0.so.0.6000.6                  [.] g_atomic_ref_count_dec
     0.00%  ksoftirqd/1      [kernel.kallsyms]                        [k] skb_put
     0.00%  swapper          [kernel.kallsyms]                        [k] finish_task_switch
     0.00%  swapper          [kernel.kallsyms]                        [k] calc_global_load_tick
     0.00%  Chrome_~dThread  libpthread-2.29.so                       [.] __pthread_mutex_lock
     0.00%  tmux: server     tmux                                     [.] 0x0000000000044bd4
     0.00%  Xorg             [kernel.kallsyms]                        [k] drm_is_current_master
     0.00%  Xorg             [kernel.kallsyms]                        [k] select_task_rq_fair
     0.00%  panel-7-systeml  libglib-2.0.so.0.6000.6                  [.] g_atomic_ref_count_compare
     0.00%  Xorg             nouveau_dri.so                           [.] 0x0000000000505578
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000e8c06
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000cb63d
     0.00%  Xorg             libglamoregl.so                          [.] 0x0000000000025e05
     0.00%  panel-13-pulsea  libgio-2.0.so.0.6000.6                   [.] 0x000000000003d0d4
     0.00%  xfwm4            [kernel.kallsyms]                        [k] intel_pstate_update_util
     0.00%  iperf3           [kernel.kallsyms]                        [k] rb_next
     0.00%  Xorg             libglamoregl.so                          [.] 0x000000000001ba53
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000059c155
     0.00%  Xorg             [kernel.kallsyms]                        [k] idr_alloc_u32
     0.00%  xfwm4            libxcb.so.1.1.0                          [.] 0x000000000000d2f3
     0.00%  swapper          [kernel.kallsyms]                        [k] handle_edge_irq
     0.00%  Xorg             Xorg                                     [.] 0x000000000013b6ce
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000023b941
     0.00%  panel-12-netloa  libgobject-2.0.so.0.6000.6               [.] g_cclosure_marshal_VOID
     0.00%  panel-9-cpugrap  libgobject-2.0.so.0.6000.6               [.] 0x000000000000d904
     0.00%  swapper          [kernel.kallsyms]                        [k] cpu_startup_entry
     0.00%  panel-7-systeml  libcairo.so.2.11600.0                    [.] 0x0000000000025524
     0.00%  swapper          [kernel.kallsyms]                        [k] __list_del_entry_valid
     0.00%  Xorg             [kernel.kallsyms]                        [k] gen7_render_get_cmd_length_mask
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000016f49a
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000059c126
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                    [.] 0x0000000000022540
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000d2013
     0.00%  xfwm4            i965_dri.so                              [.] 0x000000000059ca30
     0.00%  ksoftirqd/1      [kernel.kallsyms]                        [k] kfree_skb_partial
     0.00%  xfwm4            [kernel.kallsyms]                        [k] native_irq_return_iret
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                    [.] 0x0000000000046dd4
     0.00%  xfwm4            i965_dri.so                              [.] 0x00000000000c8278
     0.00%  Xorg             libdrm_nouveau.so.2.0.0                  [.] nouveau_pushbuf_data
     0.00%  Xorg             [kernel.kallsyms]                        [k] update_min_vruntime
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3                  [.] 0x0000000000024aac
     0.00%  xfwm4            libdbus-1.so.3.19.11                     [.] 0x0000000000015ed8
     0.00%  Xorg             Xorg                                     [.] XaceHook
     0.00%  iperf3           [kernel.kallsyms]                        [k] irq_enter
     0.00%  Xorg             [kernel.kallsyms]                        [k] init_commit
     0.00%  xfwm4            [kernel.kallsyms]                        [k] security_file_ioctl
     0.00%  xfwm4            [kernel.kallsyms]                        [k] update_load_avg
     0.00%  Xorg             [kernel.kallsyms]                        [k] drm_read
     0.00%  irqbalance       [kernel.kallsyms]                        [k] __lookup_mnt
     0.00%  xfwm4            libc-2.29.so                             [.] __clock_gettime
